slsNoSL,slsDate,cstName,itmName,slsQty,uomName_x,slsPrice,slsDisc,slsSubTotal,slsPPN,slsTotal,Brand,uomName_y,Discoint beli (%),Discount Jual (%)
SI202207002702,2022-07-14 00:00:00,KU JAYA,SIKATOP SEAL 107 (A+B) @25KG,60.0,SET,593850.0,45.0,19597050.0,1942050.0,19597050.0,SIKA,SET,50,45
SI202207002702,2022-07-14 00:00:00,KU JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),3.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002705,2022-07-14 00:00:00,BHAKTI JAYA,SIKACERAM 200 TA-TILEFIX @25KG,15.0,SAK,178900.0,16.3,2246089.5,222585.445945,2246089.5,SIKA,SAK,22.16,16.3
SI202207002729,2022-07-14 00:00:00,SRIWIJAYA,SIKA TOP 107+ @4X4KG,2.0,DUS,763680.0,45.0,840048.0,83248.0,840048.0,SIKA,DUS,50,45
SI202207002729,2022-07-14 00:00:00,SRIWIJAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,593850.0,45.0,6532350.0,647350.0,6532350.0,SIKA,SET,50,45
SI202207002729,2022-07-14 00:00:00,SRIWIJAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002747,2022-07-14 00:00:00,PUTRA JAYA,SIKA TILE GROUT BLACK @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002771,2022-07-14 00:00:00,BANGUN MAJU SEJAHTERA ,SIKA COAT STONEGREY @20KG,2.0,PAIL,1377510.0,45.0,1515261.0,150161.0,1515261.0,SIKA,PAIL,49,45
SI202207002772,2022-07-14 00:00:00,SINAR ANGKASA,SIKA TOP 107+ @4X4KG,2.0,DUS,763680.0,45.0,840048.0,83248.0,840048.0,SIKA,DUS,50,45
SI202207002773,2022-07-14 00:00:00,BHAKTI JAYA,SIKA GROUT 215 @25KG,10.0,SAK,183150.0,45.0,1007325.0,99825.0,1007325.0,SIKA,SAK,50,45
SI202207002775,2022-07-15 00:00:00,SENTRAL BANGUNAN,AM 53 - WHITE JASMINE @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002775,2022-07-15 00:00:00,SENTRAL BANGUNAN,AM 53 - BROWN GINGER @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002776,2022-07-15 00:00:00,SANJAYA ,CHAPDUR NATURAL @25KG,30.0,SAK,130980.0,40.0,2357640.0,233640.0,2357640.0,SIKA,SAK,45,40
SI202207002777,2022-07-15 00:00:00,TANAH HARAPAN,SIKATOP SEAL 107 (A+B) @25KG,50.0,SET,593850.0,47.5,15588562.5,1544812.5,15588562.5,SIKA,SET,50,45
SI202207002778,2022-07-15 00:00:00,SUMBER JAYA BARU ,SIKA GROUT 215 @25KG,50.0,SAK,183150.0,45.0,5036625.0,499125.0,5036625.0,SIKA,SAK,50,45
SI202207002779,2022-07-15 00:00:00,CAHAYA ABADI,AM 54 - LIQUID GROUT ADDITIVE @12X330ML,8.0,DUS,289200.0,19.25,1868232.0,185140.108108,1868232.0,AM,PCS,32.68,15
SI202207002780,2022-07-15 00:00:00,MEGA AGUNG,SIKACIM BONDING ADHESIVE @10X0.9L,3.0,DUS,869130.0,45.0,1434064.5,142114.5,1434064.5,SIKA,DUS,49,45
SI202207002782,2022-07-15 00:00:00,BANGUN JAYA (KARAWACI),SIKA GROUT 215 @25KG,30.0,SAK,183150.0,45.0,3021975.0,299475.0,3021975.0,SIKA,SAK,50,45
SI202207002788,2022-07-15 00:00:00,SURYA MAKMUR BERSAMA,SIKA GROUT 215 @25KG,10.0,SAK,183150.0,45.0,1007325.0,99825.0,1007325.0,SIKA,SAK,50,45
SI202207002788,2022-07-15 00:00:00,SURYA MAKMUR BERSAMA,SIKA TOP 107+ @4X4KG,3.0,DUS,763680.0,45.0,1260072.0,124872.0,1260072.0,SIKA,DUS,50,45
SI202207002781,2022-07-16 00:00:00,HENDRI JAYA,SIKATOP SEAL 107 (A+B) @25KG,30.0,SET,593850.0,47.5,9353137.5,926887.5,9353137.5,SIKA,SET,50,45
SI202207002783,2022-07-16 00:00:00,SENTRA NIAGA ,AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,169200.0,19.25,136629.0,13539.81081,136629.0,AM,PCS,32.68,15
SI202207002783,2022-07-16 00:00:00,SENTRA NIAGA ,SIKA TILE GROUT CREAM @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002783,2022-07-16 00:00:00,SENTRA NIAGA ,AM 53 - CREAM IXIA @12X1KG,6.0,DUS,169200.0,19.25,819774.0,81238.864864,819774.0,AM,PCS,32.68,15
SI202207002783,2022-07-16 00:00:00,SENTRA NIAGA ,AM 53 - GREY SOKA @12X1KG,1.0,DUS,169200.0,19.25,136629.0,13539.81081,136629.0,AM,PCS,32.68,15
SI202207002784,2022-07-16 00:00:00,PUSAT KERAMIK,AM 151 - STONE COATING GLOSSY @12X1L,1.0,DUS,1192200.0,17.5,983565.0,97470.405405,983565.0,AM,LITER,-,-
SI202207002785,2022-07-16 00:00:00,METTA SARANA ASRI,SIKATOP SEAL 107 (A+B) @25KG,5.0,SET,593850.0,45.0,1633087.5,161837.5,1633087.5,SIKA,SET,50,45
SI202207002786,2022-07-16 00:00:00,AGUNG SARANA,SIKACIM CONCRETE ADDITIVE @10X0.9L,4.0,DUS,535020.0,45.0,1177044.0,116644.0,1177044.0,SIKA,DUS,49,45
SI202207002786,2022-07-16 00:00:00,AGUNG SARANA,SIKACIM CONCRETE ADDITIVE @5L (FREE),4.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002787,2022-07-16 00:00:00,HASIL LESTARI,SIKA TOP 107+ @4X4KG,3.0,DUS,763680.0,45.0,1260072.0,124872.0,1260072.0,SIKA,DUS,50,45
SI202207002789,2022-07-16 00:00:00,SINAR PASIFIC,SIKA GROUT 215 @25KG,30.0,SAK,183150.0,45.0,3021975.0,299475.0,3021975.0,SIKA,SAK,50,45
SI202207002790,2022-07-16 00:00:00,BERKAT MAKMUR JAYA,AM 53 - WHITE JASMINE @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002790,2022-07-16 00:00:00,BERKAT MAKMUR JAYA,SIKALASTIC 590 DECKSEAL GREY @4X4KG,1.0,DUS,1869240.0,45.0,1028082.0,101882.0,1028082.0,SIKA,DUS,49,45
SI202207002791,2022-07-16 00:00:00,BINA USAHA 1,SIKA TOP 107+ @4X4KG,5.0,DUS,763680.0,45.0,2100120.0,208120.0,2100120.0,SIKA,DUS,50,45
SI202207002792,2022-07-16 00:00:00,TANJUNG MAS ,SIKATOP SEAL 107 (A+B) @25KG,50.0,SET,593850.0,48.0,15440100.0,1530100.0,15440100.0,SIKA,SET,50,45
SI202207002793,2022-07-16 00:00:00,BINTANG API,SIKA TILE GROUT MEDBROWN @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002793,2022-07-16 00:00:00,BINTANG API,SIKA TILE GROUT BLACK @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002793,2022-07-16 00:00:00,BINTANG API,SIKA TOP 107+ @4X4KG,3.0,DUS,763680.0,45.0,1260072.0,124872.0,1260072.0,SIKA,DUS,50,45
SI202207002793,2022-07-16 00:00:00,BINTANG API,SIKATOP SEAL 107 (A+B) @25KG,7.0,SET,593850.0,45.0,2286322.5,226572.5,2286322.5,SIKA,SET,50,45
SI202207002794,2022-07-16 00:00:00,LEGOK JAYA,AM 53 - WHITE JASMINE @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002795,2022-07-16 00:00:00,BINA USAHA 1,SIKA TOP 107+ @4X4KG,5.0,DUS,763680.0,45.0,2100120.0,208120.0,2100120.0,SIKA,DUS,50,45
SI202207002796,2022-07-18 00:00:00,CITRA MAS,SIKA TOP 107+ @4X4KG,3.0,DUS,763680.0,45.0,1260072.0,124872.0,1260072.0,SIKA,DUS,50,45
SI202207002796,2022-07-18 00:00:00,CITRA MAS,SIKA TILE GROUT WHITE @25X1KG,1.0,DUS,421800.0,45.0,231990.0,22990.0,231990.0,SIKA,DUS,49,45
SI202207002796,2022-07-18 00:00:00,CITRA MAS,SIKA TILE GROUT CREAM @25X1KG,1.0,DUS,421800.0,45.0,231990.0,22990.0,231990.0,SIKA,DUS,49,45
SI202207002797,2022-07-18 00:00:00,MASA JAYA,SIKACIM BONDING ADHESIVE @10X0.9L,2.0,DUS,869130.0,45.0,956043.0,94743.0,956043.0,SIKA,DUS,49,45
SI202207002798,2022-07-18 00:00:00,AGUNG JAYA (CIATER BSD),SIKATOP SEAL 107 (A+B) @25KG,10.0,SET,593850.0,45.0,3266175.0,323675.0,3266175.0,SIKA,SET,50,45
SI202207002799,2022-07-18 00:00:00,KARUNIA TERANG,SIKAWALL 161 PLASTERMIX @40KG,25.0,SAK,70100.0,10.0,1577250.0,156304.054054,1577250.0,SIKA,SAK,16.3,10
SI202207002800,2022-07-18 00:00:00,CAHAYA MUTIARA,SIKACIM CONCRETE ADDITIVE @10X0.9L,4.0,DUS,535020.0,45.0,1177044.0,116644.0,1177044.0,SIKA,DUS,49,45
SI202207002800,2022-07-18 00:00:00,CAHAYA MUTIARA,SIKACIM CONCRETE ADDITIVE @5L (FREE),4.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002801,2022-07-18 00:00:00,BAROKAH JAYA,SIKACIM CONCRETE ADDITIVE @10X0.9L,2.0,DUS,535020.0,45.0,588522.0,58322.0,588522.0,SIKA,DUS,49,45
SI202207002801,2022-07-18 00:00:00,BAROKAH JAYA,SIKACIM CONCRETE ADDITIVE @5L (FREE),2.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002802,2022-07-18 00:00:00,MODERN,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002802,2022-07-18 00:00:00,MODERN,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,593850.0,45.0,6532350.0,647350.0,6532350.0,SIKA,SET,50,45
SI202207002803,2022-07-18 00:00:00,SURYA MAKMUR BERSAMA,SIKA GROUT 215 @25KG,10.0,SAK,183150.0,45.0,1007325.0,99825.0,1007325.0,SIKA,SAK,50,45
SI202207002804,2022-07-19 00:00:00,SWARA SUKMA ABADI,SIKAWALL 181 SKIMCOAT @40KG,10.0,SAK,112400.0,16.3,940788.0,93231.243243,940788.0,SIKA,SAK,22.16,16.3
SI202207002809,2022-07-19 00:00:00,MAJU SUKSES,SIKA TILE GROUT YELLOW @25X1KG,1.0,DUS,421800.0,45.0,231990.0,22990.0,231990.0,SIKA,DUS,49,45
SI202207002809,2022-07-19 00:00:00,MAJU SUKSES,SIKA TILE GROUT CREAM @25X1KG,1.0,DUS,421800.0,45.0,231990.0,22990.0,231990.0,SIKA,DUS,49,45
SI202207002809,2022-07-19 00:00:00,MAJU SUKSES,SIKA TILE GROUT WHITE @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002810,2022-07-19 00:00:00,SINAR LESTARI,SIKAMUR 130 THINBED @40KG,15.0,SAK,90800.0,16.3,1139994.0,112972.378378,1139994.0,SIKA,SAK,22.16,16.3
SI202207002810,2022-07-19 00:00:00,SINAR LESTARI,SIKATOP SEAL 107 (A+B) @25KG,3.0,SET,593850.0,45.0,979852.5,97102.5,979852.5,SIKA,SET,50,45
SI202207002811,2022-07-19 00:00:00,BANGUN PUTRA NUSANTARA,AM 53 - GREY ORCHID @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002811,2022-07-19 00:00:00,BANGUN PUTRA NUSANTARA,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002811,2022-07-19 00:00:00,BANGUN PUTRA NUSANTARA,AM 53 - CREAM IXIA @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002811,2022-07-19 00:00:00,BANGUN PUTRA NUSANTARA,SIKADUR 20 CRACK SEAL AB @160MLX12,1.0,DUS,1325340.0,45.0,728937.0,72237.0,728937.0,SIKA,DUS,49,45
SI202207002812,2022-07-19 00:00:00,USAHA BARU (BINONG),SIKACERAM 180 GA-TILEFIX @25KG,10.0,SAK,99000.0,16.3,828630.0,82116.486486,828630.0,SIKA,SAK,22.16,16.3
SI202207002824,2022-07-19 00:00:00,SURYA MAKMUR BERSAMA,AM 53 - WHITE JASMINE @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002805,2022-07-20 00:00:00,BBM BANGUNAN ,AM 53 - WHITE JASMINE @12X1KG,3.0,DUS,169200.0,15.0,431460.0,42757.297297,431460.0,AM,PCS,32.68,15
SI202207002805,2022-07-20 00:00:00,BBM BANGUNAN ,AM 53 - CREAM IXIA @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002805,2022-07-20 00:00:00,BBM BANGUNAN ,AM 53 - CREAM LOTUS @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002806,2022-07-20 00:00:00,LARIS JAYA (PORIS),AM 53 - CREAM IXIA @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002806,2022-07-20 00:00:00,LARIS JAYA (PORIS),AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002806,2022-07-20 00:00:00,LARIS JAYA (PORIS),AM 53 - BLACK EBONY @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002807,2022-07-20 00:00:00,DEPO 9,SIKATOP SEAL 107 (A+B) @25KG,5.0,SET,593850.0,45.0,1633087.5,161837.5,1633087.5,SIKA,SET,50,45
SI202207002808,2022-07-20 00:00:00,KURNIA JAYA BANGUNAN,SIKA TOP 107+ @4X4KG,2.0,DUS,763680.0,45.0,840048.0,83248.0,840048.0,SIKA,DUS,50,45
SI202207002808,2022-07-20 00:00:00,KURNIA JAYA BANGUNAN,AM 53 - BLACK EBONY @12X1KG,3.0,DUS,169200.0,15.0,431460.0,42757.297297,431460.0,AM,PCS,32.68,15
SI202207002808,2022-07-20 00:00:00,KURNIA JAYA BANGUNAN,AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002808,2022-07-20 00:00:00,KURNIA JAYA BANGUNAN,AM 53 - GREY SOKA @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002813,2022-07-20 00:00:00,SINAR JAYA (SESNEG),SIKA TOP 107+ @4X4KG,2.0,DUS,763680.0,45.0,840048.0,83248.0,840048.0,SIKA,DUS,50,45
SI202207002814,2022-07-20 00:00:00,SENTRAL BANGUNAN,AM 53 - WHITE JASMINE @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002814,2022-07-20 00:00:00,SENTRAL BANGUNAN,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002815,2022-07-20 00:00:00,CAHAYA ABADI,SIKATOP SEAL 107 (A+B) @25KG,15.0,SET,593850.0,45.0,4899262.5,485512.5,4899262.5,SIKA,SET,50,45
SI202207002816,2022-07-20 00:00:00,BINTANG TERANG,AM 53 - BROWN GINGER @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002816,2022-07-20 00:00:00,BINTANG TERANG,AM 53 - CREAM IXIA @12X1KG,2.0,DUS,169200.0,15.0,287640.0,28504.864864,287640.0,AM,PCS,32.68,15
SI202207002816,2022-07-20 00:00:00,BINTANG TERANG,AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002817,2022-07-20 00:00:00,PAL TUJUH,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,593850.0,45.0,6532350.0,647350.0,6532350.0,SIKA,SET,50,45
SI202207002817,2022-07-20 00:00:00,PAL TUJUH,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002818,2022-07-20 00:00:00,BINTANG MUTIARA,SIKA TILE GROUT CREAM @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002818,2022-07-20 00:00:00,BINTANG MUTIARA,SIKA TILE GROUT GREY @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002818,2022-07-20 00:00:00,BINTANG MUTIARA,SIKA TILE GROUT WHITE @25X1KG,2.0,DUS,421800.0,45.0,463980.0,45980.0,463980.0,SIKA,DUS,49,45
SI202207002819,2022-07-20 00:00:00,MEKAR BARU,SIKA TOP 107+ @4X4KG,5.0,DUS,763680.0,45.0,2100120.0,208120.0,2100120.0,SIKA,DUS,50,45
SI202207002820,2022-07-20 00:00:00,BERKAH MANDIRI,SIKA TOP 107+ @4X4KG,3.0,DUS,763680.0,45.0,1260072.0,124872.0,1260072.0,SIKA,DUS,50,45
SI202207002821,2022-07-20 00:00:00,SINAR JAYA (LBK BULUS),SIKA GROUT 215 @25KG,20.0,SAK,183150.0,45.0,2014650.0,199650.0,2014650.0,SIKA,SAK,50,45
SI202207002821,2022-07-20 00:00:00,SINAR JAYA (LBK BULUS),SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,593850.0,45.0,6532350.0,647350.0,6532350.0,SIKA,SET,50,45
SI202207002821,2022-07-20 00:00:00,SINAR JAYA (LBK BULUS),SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202207002825,2022-07-20 00:00:00,SINAR HARAPAN ( KARANG MULYA ),SIKA TOP 107+ @4X4KG,5.0,DUS,763680.0,45.0,2100120.0,208120.0,2100120.0,SIKA,DUS,50,45
SI202207002826,2022-07-20 00:00:00,ANEKA JURAGAN MATERIAL,SIKACIM BONDING ADHESIVE @10X0.9L,1.0,DUS,869130.0,45.0,478021.5,47371.5,478021.5,SIKA,DUS,49,45
SI202207002826,2022-07-20 00:00:00,ANEKA JURAGAN MATERIAL,SIKACIM ACCELERATOR @10X900ML,2.0,DUS,558330.0,45.0,614163.0,60863.0,614163.0,SIKA,DUS,49,45
SI202207002827,2022-07-20 00:00:00,ANEKA JURAGAN MATERIAL,SIKA GROUT 215 @25KG,2.0,SAK,183150.0,45.0,201465.0,19965.0,201465.0,SIKA,SAK,50,45
SI202207002827,2022-07-20 00:00:00,ANEKA JURAGAN MATERIAL,SIKATOP SEAL 107 A (SEMEN) @20KG,2.0,SAK,50000.0,0.0,100000.0,9909.909909,100000.0,SIKA,SAK,-,-
SI202207002828,2022-07-20 00:00:00,BERKAT MAKMUR JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,593850.0,47.5,6235425.0,617925.0,6235425.0,SIKA,SET,50,45
SI202207002829,2022-07-20 00:00:00,BINTANG REZEKI,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,593850.0,47.5,6235425.0,617925.0,6235425.0,SIKA,SET,50,45
SI202207002830,2022-07-20 00:00:00,SINAR PASIFIC,SIKASIL 111 MP WHITE @300ML,1.0,DUS,1266516.0,45.0,696583.8,69030.827027,696583.8,SIKA,DUS,49,45
SI202207002831,2022-07-20 00:00:00,VINDO JAYA,AM 53 - WHITE JASMINE @12X1KG,3.0,DUS,169200.0,19.25,409887.0,40619.432432,409887.0,AM,PCS,32.68,15
SI202207002831,2022-07-20 00:00:00,VINDO JAYA,AM 53 - BLACK EBONY @12X1KG,3.0,DUS,169200.0,19.25,409887.0,40619.432432,409887.0,AM,PCS,32.68,15
SI202207002831,2022-07-20 00:00:00,VINDO JAYA,AM 53 - GREY SOKA @12X1KG,1.0,DUS,169200.0,19.25,136629.0,13539.81081,136629.0,AM,PCS,32.68,15
SI202207002831,2022-07-20 00:00:00,VINDO JAYA,AM 53- BLUE ASTER @12X1KG,1.0,DUS,169200.0,19.25,136629.0,13539.81081,136629.0,AM,PCS,32.68,15
SI202207002831,2022-07-20 00:00:00,VINDO JAYA,AM 53 - BROWN GINGER @12X1KG,1.0,DUS,169200.0,19.25,136629.0,13539.81081,136629.0,AM,PCS,32.68,15
SI202207002831,2022-07-20 00:00:00,VINDO JAYA,AM 53 - YELLOW EDELWEIS @12X1KG,1.0,DUS,169200.0,19.25,136629.0,13539.81081,136629.0,AM,PCS,32.68,15
SI202207002832,2022-07-20 00:00:00,HARAPAN PAMULANG,SIKACERAM 200 TA-TILEFIX @25KG,15.0,SAK,178900.0,16.3,2246089.5,222585.445945,2246089.5,SIKA,SAK,22.16,16.3
SI202207002833,2022-07-20 00:00:00,MITRA BANGUN KARYA ,SIKA GROUT 215 @25KG,50.0,SAK,183150.0,42.0,5311350.0,526350.0,5311350.0,SIKA,SAK,50,45
SI202207002834,2022-07-20 00:00:00,SURYA MAKMUR BERSAMA,SIKA GROUT 215 @25KG,10.0,SAK,183150.0,45.0,1007325.0,99825.0,1007325.0,SIKA,SAK,50,45
SI202207002835,2022-07-21 00:00:00,VINDO JAYA,AM 110 - SILVER GREY @20KG,15.0,PAIL,1038300.0,43.17,8850988.35,877124.971621,8850988.35,AM,PAIL,-,-
SI202207002836,2022-07-21 00:00:00,MITRA BANGUN,SIKA GROUT 215 @25KG,10.0,SAK,183150.0,45.0,1007325.0,99825.0,1007325.0,SIKA,SAK,50,45
SI202207002836,2022-07-21 00:00:00,MITRA BANGUN,SIKACIM BONDING ADHESIVE @10X0.9L,2.0,DUS,869130.0,45.0,956043.0,94743.0,956043.0,SIKA,DUS,49,45
SI202207002837,2022-07-21 00:00:00,TANGERANG JAYA ,SIKATOP SEAL 107 (A+B) @25KG,25.0,SET,593850.0,47.5,7794281.25,772406.25,7794281.25,SIKA,SET,50,45
SI202207002838,2022-07-21 00:00:00,MANDIRI JAYA MAKMUR,SIKACERAM 200 TA-TILEFIX @25KG,10.0,SAK,178900.0,16.3,1497393.0,148390.297297,1497393.0,SIKA,SAK,22.16,16.3
SI202207002838,2022-07-21 00:00:00,MANDIRI JAYA MAKMUR,SIKACERAM 180 GA-TILEFIX @25KG,5.0,SAK,99000.0,16.3,414315.0,41058.243243,414315.0,SIKA,SAK,22.16,16.3
SI202207002839,2022-07-21 00:00:00,BANGUN PUTRI JAYA ,SIKACIM BONDING ADHESIVE @10X0.9L,1.0,DUS,869130.0,45.0,478021.5,47371.5,478021.5,SIKA,DUS,49,45
SI202207002839,2022-07-21 00:00:00,BANGUN PUTRI JAYA ,SIKADUR 20 CRACK SEAL AB @160MLX12,1.0,DUS,1325340.0,45.0,728937.0,72237.0,728937.0,SIKA,DUS,49,45
SI202207002839,2022-07-21 00:00:00,BANGUN PUTRI JAYA ,AM 53 - GREY SOKA @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002839,2022-07-21 00:00:00,BANGUN PUTRI JAYA ,AM 53 - CREAM IXIA @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002839,2022-07-21 00:00:00,BANGUN PUTRI JAYA ,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,169200.0,15.0,143820.0,14252.432432,143820.0,AM,PCS,32.68,15
SI202207002839,2022-07-21 00:00:00,BANGUN PUTRI JAYA ,AM 51 - 102 S CREAM @12X1KG,1.0,DUS,345600.0,15.0,293760.0,29111.351351,293760.0,AM,PCS,32.68,15
SI202207002839,2022-07-21 00:00:00,BANGUN PUTRI JAYA ,AM 51 - 112 S SUPER BLACK @12X1KG,1.0,DUS,345600.0,15.0,293760.0,29111.351351,293760.0,AM,PCS,32.68,15
SI202207002840,2022-07-21 00:00:00,KARUNIA TERANG,SIKA TOP 107+ @4X4KG,2.0,DUS,763680.0,45.0,840048.0,83248.0,840048.0,SIKA,DUS,50,45
SI202207002840,2022-07-21 00:00:00,KARUNIA TERANG,CAIRAN SIKA TOP 107 (A) @5KG,10.0,GALON,552780.0,45.0,3040290.0,301290.0,3040290.0,SIKA,GALON,49,45
SI202207002841,2022-07-21 00:00:00,BANGUN PUTRA NUSANTARA,SIKA GROUT 215 @25KG,10.0,SAK,183150.0,45.0,1007325.0,99825.0,1007325.0,SIKA,SAK,50,45
SI202207002841,2022-07-21 00:00:00,BANGUN PUTRA NUSANTARA,SIKACIM BONDING ADHESIVE @10X0.9L,1.0,DUS,869130.0,45.0,478021.5,47371.5,478021.5,SIKA,DUS,49,45
SI202207002842,2022-07-21 00:00:00,LAYAR LANCAR,SIKA TOP 107+ @4X4KG,5.0,DUS,763680.0,45.0,2100120.0,208120.0,2100120.0,SIKA,DUS,50,45
SI202207002843,2022-07-21 00:00:00,SURYA MAKMUR BERSAMA,SIKACERAM 150 CA-TILEFIX @25KG,10.0,SAK,67000.0,10.0,603000.0,59756.756756,603000.0,SIKA,SAK,16.3,10
SI202207002844,2022-07-21 00:00:00,BANGUN JAYA (KARAWACI),SIKA ANCHOR FIX 1 (CTD - 300 CC),2.0,DUS,5158176.0,40.0,6189811.2,613404.713513,6189811.2,SIKA,DUS,35,30
SI202207002845,2022-07-21 00:00:00,BANGUN JAYA 1,SIKACERAM 180 GA-TILEFIX @25KG,30.0,SAK,99000.0,16.3,2485890.0,246349.459459,2485890.0,SIKA,SAK,22.16,16.3
SI202207002846,2022-07-21 00:00:00,CIKANDE INDOBAJA MANDIRI,SIKA GROUT 215 @25KG,30.0,SAK,183150.0,45.0,3021975.0,299475.0,3021975.0,SIKA,SAK,50,45
SI202207002847,2022-07-21 00:00:00,ASIA SARANA,SIKACIM BONDING ADHESIVE @10X0.9L,3.0,DUS,869130.0,45.0,1434064.5,142114.5,1434064.5,SIKA,DUS,49,45
SI202207002823,2022-07-22 00:00:00,SINAR LOGAM ,SIKATOP SEAL 107 (A+B) @25KG,2.0,SET,593850.0,45.0,653235.0,64735.0,653235.0,SIKA,SET,50,45
SI202207002823,2022-07-22 00:00:00,SINAR LOGAM ,SIKA TOP 107+ @4X4KG,5.0,DUS,763680.0,45.0,2100120.0,208120.0,2100120.0,SIKA,DUS,50,45
SI202207002848,2022-07-22 00:00:00,PELITA HARAPAN,CAIRAN SIKA TOP 107 (A) @5KG,5.0,GALON,552780.0,43.0,1575423.0,156123.0,1575423.0,SIKA,GALON,49,45
SI202207002867,2022-07-23 00:00:00,BAJA UTAMA NUSANTARA,AM 53 - MAROON DAISY @12X1KG,11.0,DUS,169200.0,23.5,1423818.0,141099.081081,1423818.0,AM,PCS,32.68,15
